"","Program.Code","From.Grade","To.Grade","Group.State","Is.Non.Annual.","Days","Travel.Type","Departure.Date","Return.Date","Deposit.Date","Special.Pay","Tuition","FRP.Active","FRP.Cancelled","FRP.Take.up.percent.","Early.RPL","Latest.RPL","Cancelled.Pax","Total.Discount.Pax","Initial.System.Date","Poverty.Code","Region","CRM.Segment","School.Type","Parent.Meeting.Flag","MDR.Low.Grade","MDR.High.Grade","Total.School.Enrollment","Income.Level","EZ.Pay.Take.Up.Rate","School.Sponsor","SPR.Product.Type","SPR.New.Existing","FPP","Total.Pax","SPR.Group.Revenue","NumberOfMeetingswithParents","FirstMeeting","LastMeeting","DifferenceTraveltoFirstMeeting","DifferenceTraveltoLastMeeting","SchoolGradeTypeLow","SchoolGradeTypeHigh","SchoolGradeType","DepartureMonth","GroupGradeTypeLow","GroupGradeTypeHigh","GroupGradeType","MajorProgramCode","SingleGradeTripFlag","FPP.to.School.enrollment","FPP.to.PAX","Num.of.Non_FPP.PAX","SchoolSizeIndicator","Retained.in.2012.","From.Grade_surrogate","To.Grade_surrogate","Special.Pay_surrogate","Early.RPL_surrogate","Latest.RPL_surrogate","Initial.System.Date_surrogate","CRM.Segment_surrogate","MDR.High.Grade_surrogate","Total.School.Enrollment_surrogate","FirstMeeting_surrogate","LastMeeting_surrogate","DifferenceTraveltoFirstMeeting_surrogate","DifferenceTraveltoLastMeeting_surrogate","FPP.to.School.enrollment_surrogate"
"2028","HD","7","8","IL","1","4","A",2011-06-13,2011-06-16,2010-11-19,"FIXED_NA",1250,35,2,0.875,2010-02-08,2010-08-30,2,4,2010-01-26,"B","Other","1","PUBLIC","1","K","8",195,"M",0.25,"0","East Coast","EXISTING",40,44,1250,"2",2010-04-15,2010-09-16,424,270,"Middle","Middle","Middle->Middle","June","K","Middle","K->Middle","H","0",0.205128205,0.909090909,4,"S","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2029","HD","9","10","TX","0","4","A",2011-06-13,2011-06-16,2010-11-01,"FIXED_NA",1600,7,4,0.7,2010-03-01,2010-03-01,12,1,2010-03-01,"","Dallas","7","CHD","1","","FIXED_NA",0,"",0.2,"0","East Coast","NEW",10,11,1600,"1",2010-04-01,2010-04-01,438,438,"High","High","High->High","June","Undefined","Undefined","Undefined->Undefined","H","0",0,0.909090909,1,"","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1"
"2030","HD","9","9","MO","0","4","A",2011-06-13,2011-06-16,2010-11-12,"FIXED_NA",1476,3,2,1,1900-01-01,2010-09-16,4,1,2010-09-16,"","Other","4","PUBLIC","1","K","6",0,"H",0,"0","East Coast","NEW",3,4,1476,"1",2010-10-21,2010-10-21,235,235,"High","High","High->High","June","K","Middle","K->Middle","H","1",0,0.75,1,"","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1"
"2031","HD","8","8","MN","0","4","A",2011-06-13,2011-06-16,2010-12-01,"FIXED_NA",1499,18,1,0.643,1900-01-01,2010-10-06,1,2,2010-10-06,"","Other","10","Private non-Christian","0","PK","8",300,"J",0.143,"0","East Coast","EXISTING",28,30,1499,"0",1900-01-01,1900-01-01,0,0,"Middle","Middle","Middle->Middle","June","PK","Middle","PK->Middle","H","1",0.093333333,0.933333333,2,"S","1","0","0","1","1","0","0","0","0","0","1","1","1","1","0"
"2032","HN","6","8","OH","0","5","B",2011-06-13,2011-06-17,2010-12-19,"FR",889,14,1,0.583,1900-01-01,2010-09-27,1,2,2010-07-13,"C","Other","10","PUBLIC","1","8","8",500,"G",0.125,"0","East Coast","EXISTING",24,26,889,"2",2010-09-23,2010-11-03,263,222,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","0",0.048,0.923076923,2,"S-M","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2033","HD","6","8","WI","1","5","A",2011-06-13,2011-06-17,2010-10-15,"FIXED_NA",1532,25,1,0.676,2010-02-02,2010-08-20,3,4,2010-01-29,"A","Other","10","PUBLIC","1","6","8",524,"O",0.351,"0","East Coast","EXISTING",37,41,1532,"1",2010-09-09,2010-09-09,277,277,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","0",0.070610687,0.902439024,4,"S-M","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2034","HD","8","8","MN","0","5","A",2011-06-13,2011-06-17,2010-10-29,"FIXED_NA",1558,18,1,0.581,2010-02-18,2010-08-12,2,3,2010-02-18,"B","Other","10","PUBLIC","1","6","8",1200,"O",0.226,"0","East Coast","EXISTING",31,34,1558,"1",2010-10-14,2010-10-14,242,242,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.025833333,0.911764706,3,"L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2035","HD","7","9","WA","1","5","A",2011-06-13,2011-06-17,2010-10-15,"FIXED_NA",1925,16,0,0.667,2010-03-10,2010-08-18,1,3,2010-03-06,"C","Pacific Northwest","5","PUBLIC","1","7","8",300,"F",0.333,"0","East Coast","EXISTING",24,27,1925,"1",2010-09-28,2010-09-28,258,258,"Middle","High","Middle->High","June","Middle","Middle","Middle->Middle","H","0",0.08,0.888888889,3,"S","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2036","HD","8","8","TX","0","5","A",2011-06-13,2011-06-17,2010-11-01,"FR",1799,21,5,0.808,2010-04-20,2010-09-01,6,4,2010-04-19,"C","Dallas","10","PUBLIC","1","6","8",730,"Z",0.5,"0","East Coast","EXISTING",26,30,1799,"1",2010-09-22,2010-09-22,264,264,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.035616438,0.866666667,4,"M-L","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2037","ST","6","7","CA","0","5","A",2011-06-13,2011-06-17,2010-11-30,"FIXED_NA",1922,6,3,0.667,1900-01-01,2010-08-24,4,1,2010-08-19,"B","Southern California","6","PUBLIC","1","6","8",1042,"P",0.222,"0","Science","NEW",9,10,1922,"1",2010-09-30,2010-09-30,256,256,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","S","0",0.008637236,0.9,1,"L","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2038","HD","7","8","OR","0","5","A",2011-06-13,2011-06-17,2010-11-15,"FIXED_NA",1823,14,1,0.778,2010-03-01,2010-09-29,3,1,2010-02-23,"B","Pacific Northwest","5","PUBLIC","1","7","8",750,"N",0.111,"0","East Coast","EXISTING",18,19,1823,"1",2010-11-04,2010-11-04,221,221,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","0",0.024,0.947368421,1,"M-L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2039","HD","8","8","TX","0","5","A",2011-06-13,2011-06-17,2010-10-15,"FIXED_NA",1759,13,3,0.813,2010-03-11,2010-08-31,3,1,2010-03-11,"","Dallas","10","CHD","1","PK","Other.MDR.High.Grade",164,"L",0.438,"0","East Coast","EXISTING",16,17,1759,"2",2010-05-06,2010-08-09,403,308,"Middle","Middle","Middle->Middle","June","PK","High","PK->High","H","1",0.097560976,0.941176471,1,"S","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2040","HD","7","8","WI","0","5","A",2011-06-13,2011-06-17,2010-11-01,"FR",1527,32,4,0.628,2010-04-21,2010-09-09,4,4,2010-04-20,"A","Other","10","PUBLIC","0","7","8",546,"O",0.275,"0","East Coast","EXISTING",51,55,1527,"0",1900-01-01,1900-01-01,0,0,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","0",0.093406593,0.927272727,4,"S-M","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0"
"2041","HD","8","8","OH","0","3","B",2011-06-13,2011-06-17,2010-10-15,"FIXED_NA",839,19,4,0.396,1900-01-01,2010-08-30,7,4,2010-08-27,"A","Other","5","PUBLIC","0","6","8",928,"P",0.396,"0","East Coast","NEW",48,52,839,"0",1900-01-01,1900-01-01,0,0,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.051724138,0.923076923,4,"L","1","0","0","1","1","0","0","0","0","0","1","1","1","1","0"
"2042","HD","5","6","Other.Group.State","0","5","A",2011-06-13,2011-06-17,2010-11-15,"FIXED_NA",2073,2,2,0.167,1900-01-01,2010-09-02,3,2,2010-09-02,"","Other","7","CHD","1","","FIXED_NA",0,"",0.583,"0","East Coast","NEW",12,14,2073,"2",2010-08-30,2010-09-14,287,272,"Elementary","Middle","Elementary->Middle","June","Undefined","Undefined","Undefined->Undefined","H","0",0,0.857142857,2,"","0","0","0","1","1","0","0","0","1","1","0","0","0","0","1"
"2043","HD","FIXED_NA","FIXED_NA","CA","0","5","A",2011-06-13,2011-06-17,2010-12-22,"FIXED_NA",2155,2,1,0.4,2010-06-03,2010-12-06,1,1,2010-06-03,"C","Southern California","10","PUBLIC","1","6","8",1497,"C",0,"0","East Coast","NEW",5,6,2155,"1",2010-06-09,2010-06-09,369,369,"Undefined","Undefined","Undefined->Undefined","June","Middle","Middle","Middle->Middle","H","0",0.003340013,0.833333333,1,"L","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"2044","SK","6","6","CA","0","5","A",2011-06-13,2011-06-17,2010-10-31,"FIXED_NA",1998,43,6,0.623,1900-01-01,2010-09-01,9,6,2010-05-13,"A","Southern California","6","PUBLIC","1","6","8",980,"Q",0.261,"0","Science","EXISTING",69,75,1998,"1",2010-09-23,2010-09-23,263,263,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","S","1",0.070408163,0.92,6,"L","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2045","HD","8","8","WI","0","4","B",2011-06-13,2011-06-17,2010-10-15,"FIXED_NA",957,21,1,0.724,2010-05-04,2010-05-04,1,2,2010-03-03,"B","Other","10","PUBLIC","1","6","8",440,"N",0.414,"0","East Coast","EXISTING",29,31,957,"2",2010-05-25,2010-09-16,384,270,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.065909091,0.935483871,2,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2046","ST","7","7","OK","0","5","A",2011-06-13,2011-06-17,2010-10-31,"FIXED_NA",1960,3,0,0.6,2010-03-03,2010-08-26,0,1,2010-03-02,"B","Other","6","PUBLIC","1","6","8",913,"L",0,"0","Science","NEW",5,6,1960,"1",2010-10-07,2010-10-07,249,249,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","S","1",0.005476451,0.833333333,1,"L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2047","HC","8","8","WI","0","5","A",2011-06-13,2011-06-17,2010-11-19,"FIXED_NA",1876,5,3,0.556,2010-04-06,2010-09-16,3,1,2010-04-03,"A","Other","10","PUBLIC","1","5","8",773,"O",0.556,"0","East Coast","NEW",9,10,1876,"1",2010-09-21,2010-09-21,265,265,"Middle","Middle","Middle->Middle","June","Elementary","Middle","Elementary->Middle","H","1",0.01164295,0.9,1,"M-L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2048","HD","FIXED_NA","FIXED_NA","TX","0","5","A",2011-06-13,2011-06-17,2010-10-01,"SA",1767,0,0,0,2010-05-04,2010-05-04,1,0,2010-05-05,"","Houston","7","PUBLIC","0","","FIXED_NA",0,"",0,"0","East Coast","NEW",28,28,1767,"0",1900-01-01,1900-01-01,0,0,"Undefined","Undefined","Undefined->Undefined","June","Undefined","Undefined","Undefined->Undefined","H","0",0,1,0,"","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1"
"2049","ST","7","8","MD","0","5","A",2011-06-13,2011-06-17,2010-11-15,"FIXED_NA",1685,7,1,0.636,1900-01-01,2010-09-14,1,1,2010-09-11,"B","Other","6","PUBLIC","1","6","8",691,"M",0.182,"0","Science","NEW",11,12,1685,"1",2010-10-05,2010-10-05,251,251,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","S","0",0.015918958,0.916666667,1,"M-L","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2050","HD","6","8","MI","0","5","B",2011-06-13,2011-06-17,2010-11-18,"FIXED_NA",767,18,5,0.36,1900-01-01,2010-09-28,7,4,2010-09-28,"C","Other","10","PUBLIC","1","6","8",487,"E",0.34,"0","East Coast","NEW",50,54,767,"1",2011-05-19,2011-05-19,25,25,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","0",0.102669405,0.925925926,4,"S-M","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2051","ST","7","8","CA","0","5","A",2011-06-13,2011-06-17,2010-11-30,"FIXED_NA",2007,4,0,0.8,1900-01-01,2010-09-29,1,1,2010-09-29,"C","Southern California","8","PUBLIC","1","7","12",1000,"F",0.6,"0","Science","NEW",5,6,2007,"1",2010-10-19,2010-10-19,237,237,"Middle","Middle","Middle->Middle","June","Middle","High","Middle->High","S","0",0.005,0.833333333,1,"L","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2052","HD","FIXED_NA","FIXED_NA","TX","0","5","A",2011-06-13,2011-06-17,2011-03-01,"FIXED_NA",1767,1,0,0.2,1900-01-01,1900-01-01,1,0,2011-01-21,"","Houston","7","PUBLIC","0","","FIXED_NA",0,"",0,"0","East Coast","NEW",5,5,1767,"0",1900-01-01,1900-01-01,0,0,"Undefined","Undefined","Undefined->Undefined","June","Undefined","Undefined","Undefined->Undefined","H","0",0,1,0,"","0","1","1","1","1","1","0","0","1","1","1","1","1","1","1"
"2053","HD","7","8","OH","1","5","B",2011-06-13,2011-06-18,2010-10-11,"FIXED_NA",929,36,2,0.655,2010-02-09,2010-08-23,3,4,2010-02-06,"B","Other","5","PUBLIC","1","7","8",718,"O",0.255,"0","East Coast","EXISTING",55,59,929,"2",2010-03-18,2010-09-27,452,259,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","0",0.076601671,0.93220339,4,"M-L","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2054","HC","FIXED_NA","FIXED_NA","CA","0","6","A",2011-06-13,2011-06-18,2010-10-29,"FIXED_NA",2387,23,3,0.561,2010-04-07,2010-09-10,2,3,2010-04-08,"A","Northern California","5","PUBLIC","1","4","8",624,"Z",0.366,"0","East Coast","EXISTING",41,44,2387,"1",2010-10-12,2010-10-12,244,244,"Undefined","Undefined","Undefined->Undefined","June","Elementary","Middle","Elementary->Middle","H","0",0.065705128,0.931818182,3,"M-L","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"2055","HD","7","8","WA","1","6","A",2011-06-13,2011-06-18,2010-12-21,"FIXED_NA",2590,9,3,0.529,2010-02-03,2010-09-02,3,1,2010-02-03,"","Pacific Northwest","5","Private non-Christian","1","K","12",382,"L",0.353,"0","East Coast","EXISTING",17,18,2590,"1",2010-09-15,2010-09-15,271,271,"Middle","Middle","Middle->Middle","June","K","High","K->High","H","0",0.044502618,0.944444444,1,"S-M","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2056","HC","7","8","ID","1","6","A",2011-06-13,2011-06-18,2010-11-01,"FIXED_NA",2449,6,11,0.316,2010-04-09,2010-09-03,19,3,2010-04-08,"B","Other","5","PUBLIC","1","6","8",607,"J",0.211,"0","East Coast","EXISTING",19,22,2449,"1",2010-09-13,2010-09-13,273,273,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","0",0.031301483,0.863636364,3,"M-L","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2057","HC","7","8","CA","1","6","A",2011-06-13,2011-06-18,2010-10-29,"FIXED_NA",2355,4,7,0.286,2010-03-24,2010-09-17,12,1,2010-01-21,"B","Southern California","10","PUBLIC","1","K","8",1200,"E",0.143,"0","East Coast","EXISTING",14,15,2355,"2",2010-03-30,2010-09-28,440,258,"Middle","Middle","Middle->Middle","June","K","Middle","K->Middle","H","0",0.011666667,0.933333333,1,"L","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2058","HC","8","8","CA","0","6","A",2011-06-13,2011-06-18,2010-10-15,"FIXED_NA",2186,21,4,0.488,1900-01-01,2010-08-31,6,4,2010-08-25,"B","Northern California","5","PUBLIC","1","5","8",483,"L",0.186,"0","East Coast","EXISTING",43,47,2186,"1",2010-09-22,2010-09-22,264,264,"Middle","Middle","Middle->Middle","June","Elementary","Middle","Elementary->Middle","H","1",0.089026915,0.914893617,4,"S-M","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2059","SC","9","12","IN","0","7","A",2011-06-13,2011-06-19,2010-10-31,"FIXED_NA",2707,5,0,0.625,1900-01-01,2010-08-17,0,1,2010-03-02,"B","Other","6","PUBLIC","1","9","12",588,"M",0.25,"0","Costa Rica","EXISTING",8,9,2707,"1",2010-10-14,2010-10-14,242,242,"High","High","High->High","June","High","High","High->High","S","0",0.013605442,0.888888889,1,"M-L","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2060","SC","11","12","TX","0","7","A",2011-06-13,2011-06-19,2010-12-15,"FIXED_NA",2359,9,1,1,1900-01-01,2010-11-18,1,1,2010-11-18,"A","Dallas","8","PUBLIC","0","7","12",314,"M",0,"0","Costa Rica","NEW",9,10,2359,"0",1900-01-01,1900-01-01,0,0,"High","High","High->High","June","Middle","High","Middle->High","S","0",0.02866242,0.9,1,"S","0","0","0","1","1","0","0","0","0","0","1","1","1","1","0"
"2061","Other.Program.Code","12","12","IL","0","8","B",2011-06-13,2011-06-20,2011-06-01,"SA",2243,0,0,0,2010-05-26,2010-05-26,1,1,2010-02-03,"","Other","7","PUBLIC","1","","FIXED_NA",0,"",0,"0","East Coast","EXISTING",34,35,2243,"1",2010-09-19,2010-09-19,267,267,"High","High","High->High","June","Undefined","Undefined","Undefined->Undefined","H","1",0,0.971428571,1,"","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1"
"2062","HD","8","8","WI","0","3","A",2011-06-14,2011-06-16,2010-11-05,"FIXED_NA",1193,11,0,0.786,2010-03-01,2010-08-27,0,1,2010-02-27,"B","Other","10","PUBLIC","1","6","8",535,"N",0.286,"0","East Coast","EXISTING",14,15,1193,"1",2010-10-05,2010-10-05,252,252,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.026168224,0.933333333,1,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2063","HD","8","8","WI","0","3","A",2011-06-14,2011-06-16,2010-10-29,"FIXED_NA",1075,5,0,0.455,2010-05-12,2010-09-07,1,1,2010-05-13,"B","Other","10","PUBLIC","1","6","8",422,"L",0.364,"0","East Coast","EXISTING",11,12,1075,"1",2010-10-05,2010-10-05,252,252,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.026066351,0.916666667,1,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2064","HD","8","8","FL","0","3","A",2011-06-14,2011-06-16,2010-11-20,"FIXED_NA",1361,2,1,0.5,2010-03-31,2010-03-31,1,1,2010-03-26,"C","Other","10","PUBLIC","1","6","8",692,"B",0,"0","East Coast","NEW",4,5,1361,"2",2010-10-06,2011-02-01,251,133,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.005780347,0.8,1,"M-L","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2065","HD","5","6","TX","0","3","A",2011-06-14,2011-06-16,2010-11-21,"FIXED_NA",1356,7,4,0.7,2010-03-19,2010-03-19,5,2,2010-03-18,"C","Dallas","10","PUBLIC","1","6","8",332,"C",0,"0","East Coast","NEW",10,12,1356,"2",2010-04-01,2010-09-16,439,271,"Elementary","Middle","Elementary->Middle","June","Middle","Middle","Middle->Middle","H","0",0.030120482,0.833333333,2,"S","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2066","HD","FIXED_NA","FIXED_NA","MA","0","3","A",2011-06-14,2011-06-16,2010-10-30,"SA",782,0,0,0,1900-01-01,1900-01-01,4,4,2010-05-08,"","Other","10","Private non-Christian","0","4","8",300,"Q",0,"0","East Coast","EXISTING",40,44,782,"0",1900-01-01,1900-01-01,0,0,"Undefined","Undefined","Undefined->Undefined","June","Elementary","Middle","Elementary->Middle","H","0",0.133333333,0.909090909,4,"S","1","1","1","0","1","1","0","0","0","0","1","1","1","1","0"
"2067","HD","5","6","TX","0","3","A",2011-06-14,2011-06-16,2010-11-19,"FIXED_NA",1459,5,0,1,1900-01-01,2010-10-12,1,1,2010-10-09,"B","Dallas","4","PUBLIC","1","PK","6",618,"N",0.4,"0","East Coast","NEW",5,6,1459,"1",2010-11-02,2010-11-02,224,224,"Elementary","Middle","Elementary->Middle","June","PK","Middle","PK->Middle","H","0",0.008090615,0.833333333,1,"M-L","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2068","HD","8","8","WI","0","4","A",2011-06-14,2011-06-17,2010-11-19,"FIXED_NA",1284,37,7,0.74,2010-03-26,2010-08-25,9,4,2010-03-03,"B","Other","10","PUBLIC","1","7","8",525,"M",0.3,"0","East Coast","EXISTING",50,54,1284,"1",2010-09-16,2010-09-16,271,271,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.095238095,0.925925926,4,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2069","HD","8","8","IA","0","4","A",2011-06-14,2011-06-17,2010-10-22,"FIXED_NA",1596,10,5,0.833,2010-01-26,2010-08-20,5,2,2010-01-27,"A","Other","5","PUBLIC","0","7","8",630,"Q",0.667,"0","East Coast","EXISTING",12,14,1596,"0",1900-01-01,1900-01-01,0,0,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.019047619,0.857142857,2,"M-L","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0"
"2070","HD","8","8","OH","0","4","B",2011-06-14,2011-06-17,2010-12-01,"FIXED_NA",779,19,4,0.792,2010-05-03,2010-10-15,6,3,2010-05-03,"A","Other","10","PUBLIC","1","7","8",400,"O",0.208,"0","East Coast","EXISTING",24,27,779,"1",2010-10-13,2010-10-13,244,244,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.06,0.888888889,3,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2071","ST","7","8","TX","0","4","A",2011-06-14,2011-06-17,2010-10-31,"FIXED_NA",1559,11,1,0.786,2010-03-01,2010-08-26,3,1,2010-03-01,"C","Dallas","7","PUBLIC","1","7","9",1403,"F",0.571,"0","Science","NEW",14,15,1559,"1",2010-09-14,2010-09-14,273,273,"Middle","Middle","Middle->Middle","June","Middle","High","Middle->High","S","0",0.009978617,0.933333333,1,"L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2072","HD","8","8","TX","0","4","A",2011-06-14,2011-06-17,2010-10-15,"FIXED_NA",1521,27,5,0.818,2010-02-08,2010-09-21,4,2,2010-02-05,"C","Houston","1","PUBLIC","1","6","8",850,"D",0.182,"0","East Coast","EXISTING",33,35,1521,"1",2010-09-28,2010-09-28,259,259,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.038823529,0.942857143,2,"L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2073","HD","7","8","TX","0","4","A",2011-06-14,2011-06-17,2010-10-01,"FIXED_NA",1634,4,4,0.571,2010-03-25,2010-08-16,7,1,2010-03-20,"B","Houston","10","PUBLIC","1","7","8",661,"L",0.143,"0","East Coast","EXISTING",7,8,1634,"1",2010-09-21,2010-09-21,266,266,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","0",0.010590015,0.875,1,"M-L","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2074","HD","8","8","IL","0","4","A",2011-06-14,2011-06-17,2010-10-31,"FIXED_NA",1487,10,1,0.625,2010-03-08,2010-09-13,1,2,2010-03-06,"A","Other","10","PUBLIC","1","5","8",356,"O",0.063,"0","East Coast","EXISTING",16,18,1487,"1",2010-09-28,2010-09-28,259,259,"Middle","Middle","Middle->Middle","June","Elementary","Middle","Elementary->Middle","H","1",0.04494382,0.888888889,2,"S-M","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2075","HD","8","8","WI","0","4","A",2011-06-14,2011-06-17,2010-11-05,"FIXED_NA",1248,25,0,0.556,1900-01-01,2010-09-27,1,6,2010-05-21,"B","Other","10","PUBLIC","0","6","8",487,"I",0.156,"0","East Coast","EXISTING",45,51,1248,"0",1900-01-01,1900-01-01,0,0,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.092402464,0.882352941,6,"S-M","1","0","0","1","1","0","0","0","0","0","1","1","1","1","0"
"2076","HD","FIXED_NA","FIXED_NA","TX","0","4","A",2011-06-14,2011-06-17,2010-10-15,"FIXED_NA",1806,3,5,1,2010-03-05,2010-03-05,5,1,2010-03-05,"C","Dallas","10","PUBLIC","1","PK","12",470,"F",0,"0","East Coast","NEW",3,4,1806,"2",2010-05-11,2010-08-31,399,287,"Undefined","Undefined","Undefined->Undefined","June","PK","High","PK->High","H","0",0.006382979,0.75,1,"S-M","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"2077","HD","8","8","WI","0","4","A",2011-06-14,2011-06-17,2010-12-01,"FIXED_NA",1248,24,1,0.649,1900-01-01,2010-08-09,1,4,2010-06-25,"B","Other","10","PUBLIC","1","6","8",493,"I",0.162,"0","East Coast","EXISTING",37,41,1248,"1",2010-09-30,2010-09-30,257,257,"Middle","Middle","Middle->Middle","June","Middle","Middle","Middle->Middle","H","1",0.07505071,0.902439024,4,"S-M","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
